TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Cirsium ?ochroleucum,AH6bce67-53a0-4dd4-8cf0-8d540380d665,Species,additionalHybrids,4.2,2.5,1,6.2,2.9,1,7.2,2.8,1,4.5,2.8,1,2.3,2.6,1
Cirsium ?praealpinum,AH6998ec-8af2-4a47-9985-10d564a9dd3c,Species,additionalHybrids,4.2,2.5,1,6.2,2.9,1,7.2,2.8,1,4.5,2.8,1,2.3,2.6,1
Cirsium ?purpureum,AH71d2ce-a884-4a5f-b4c7-3bbe80a8263d,Species,additionalHybrids,4.2,2.5,1,8.6,2.9,1,8.4,2.8,1,8.2,2.8,1,1.3,2.6,1
Cirsium ?rigens,AH9a21b0-3dd9-4ec4-ad44-631cb96d9b72,Species,additionalHybrids,5.9,2.5,1,6.2,2.9,1,7.2,2.8,1,4.5,2.8,1,3.2,2.6,1
Cirsium ?semidecurrens,AHd1704e-e868-4825-a7be-8f88a0c660ae,Species,additionalHybrids,5.9,2.5,1,2.7,2.9,1,8.4,2.8,1,7.0,2.8,1,4.2,2.6,1
Cirsium ?subalpinum,AHd1f900-4a6c-4616-b3ba-05b7c6c54fae,Species,additionalHybrids,5.9,2.5,1,6.2,2.9,1,6.1,2.8,1,7.0,2.8,1,2.3,2.6,1
Cirsium ?subspinuligerum,AH587f2e-4b1e-4e1d-ab41-7c87c1ee9c6e,Species,additionalHybrids,5.9,2.5,1,6.2,2.9,1,2.6,2.8,1,7.0,2.8,1,3.2,2.6,1
Cirsium ?thomasii,AH5db895-c350-43a6-bcc6-de2566041ca6,Species,additionalHybrids,4.2,2.5,1,8.6,2.9,1,8.4,2.8,1,8.2,2.8,1,1.3,2.6,1
Cirsium acaulon,42c06be3-3847-486f-8b0b-8c6000bf24b5,Species,EuroMed,3.0,3.1,15,2.7,3.8,12,7.8,3.3,13,8.7,3.1,11,3.9,4.2,11
Cirsium acaulon subsp. acaulon,5399a8f9-1613-431e-917b-2a69accd716a,Subspecies,EuroMed,2.7,2.4,2,2.2,3.2,2,8.6,2.8,2,8.8,3.7,2,4.1,3.2,2
Cirsium alatum,b20e3678-b51f-468b-a5c3-349f2fcb75e8,Species,EuroMed,3.5,4.9,2,5.2,6.6,1,7.0,3.7,2,8.1,2.8,1,4.4,3.0,2
Cirsium alsophilum,4dc3c1fa-d630-42ad-aac0-436d78df7620,Species,EuroMed,6.1,2.3,3,7.4,4.1,3,6.0,3.1,3,5.7,6.3,3,2.2,3.5,3
Cirsium appendiculatum,ea3edb97-3b12-4d35-9d2e-3f11acfa0904,Species,EuroMed,5.2,2.5,1,,,,,,,,,,,,
Cirsium arvense,1f1e43f3-6ab7-4920-83d0-2f53c2d7aaca,Species,EuroMed,4.3,4.9,24,6.9,5.3,21,6.0,6.4,19,7.8,3.9,19,4.1,4.4,19
Cirsium bertolonii,d4008326-e68e-4779-a67c-0876a2d394a3,Species,EuroMed,3.4,2.5,1,7.7,2.9,1,7.6,2.8,1,9.4,2.8,1,1.9,2.6,1
Cirsium boujartii subsp. boujartii,c92d4465-09c7-4608-8c7c-592b770d0b6f,Subspecies,EuroMed,3.0,2.0,1,,,,5.4,2.0,1,,,,4.0,2.3,1
Cirsium brachycephalum,fbd778ba-82d1-49cd-a544-9195fa9be899,Species,EuroMed,6.6,2.9,9,4.5,4.6,4,6.8,4.6,7,8.0,2.8,4,5.1,2.9,7
Cirsium brevipapposum,AS50a8df-01e5-4780-87d9-1f5d3d7e04c6,Species,additionalTaxa,5.7,2.5,1,3.3,2.9,1,5.7,2.8,1,7.5,2.8,1,2.5,2.6,1
Cirsium buschianum,3946b57d-1b26-465e-bfc3-7686691aebaf,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,4.3,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium candelabrum,586dfa8b-4703-4d2b-a856-e73b61f594ee,Species,EuroMed,3.1,2.3,2,7.8,2.9,1,6.7,3.5,2,5.7,2.8,1,4.8,4.2,2
Cirsium canum,c4f7eaae-3462-4b36-94fb-b84c80b5fa92,Species,EuroMed,6.1,2.7,22,6.2,4.6,12,6.6,4.2,17,7.6,3.7,15,4.9,3.0,18
Cirsium carniolicum,6eaddf3c-5708-4e1c-a6c0-96780b9a6b6d,Species,EuroMed,5.5,4.3,3,7.8,3.5,3,7.5,4.4,3,6.5,5.9,3,2.2,3.5,3
Cirsium carniolicum subsp. carniolicum,6951468e-e8f5-4090-a90b-b9de50367b97,Subspecies,EuroMed,5.9,2.5,1,7.7,2.9,1,8.8,2.8,1,7.0,2.8,1,2.8,2.6,1
Cirsium caucasicum,1052ccce-7a6d-4d67-b3c8-6004aa294d57,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium ciliatum,a6772334-460e-47ae-9795-537004ab7b33,Species,EuroMed,3.9,3.2,3,3.3,2.9,1,6.5,3.7,2,5.5,2.8,1,3.7,4.7,2
Cirsium creticum,aa399f23-19c7-4587-af98-a1374a1f5f7d,Species,EuroMed,5.5,3.4,5,5.4,4.7,3,6.8,6.7,4,7.2,3.2,3,4.8,6.8,4
Cirsium creticum subsp. creticum,506e5bd8-ae85-4dad-b6bd-5e9e6807da64,Subspecies,EuroMed,5.3,4.1,1,5.9,2.3,1,7.0,2.7,1,7.5,2.3,1,7.5,4.1,1
Cirsium decussatum,0b182b90-e7d5-486f-b916-97be674294f7,Species,EuroMed,4.1,3.8,5,4.9,5.8,2,6.6,2.8,3,7.0,4.4,3,3.8,2.5,4
Cirsium dissectum,0f1f4984-28ec-485b-a698-a98ff3a730b4,Species,EuroMed,6.7,2.6,8,2.1,2.7,7,3.8,3.3,7,7.6,4.1,6,5.2,3.1,5
Cirsium echinatum,bd44d985-d96f-42f4-8a63-aee723d4bc52,Species,EuroMed,1.8,2.5,1,6.5,2.9,1,5.3,2.8,1,7.0,2.8,1,6.4,2.6,1
Cirsium echinus,1f9dc894-e41c-434a-850e-bbdadaab89ed,Species,EuroMed,3.1,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium eriophorum,25d2a428-6297-416e-a25a-b0ce0cad2580,Species,EuroMed,3.5,2.5,18,5.7,3.7,15,8.4,4.1,16,8.2,2.7,14,3.7,5.4,11
Cirsium eriophorum aggr.,AG98d8f5-2405-4f64-8c3a-d996300c147b,Species Aggregate,additionalAggregates,3.4,4.5,17,5.6,6.2,14,8.1,6.2,15,8.1,3.0,13,3.8,8.2,10
Cirsium erisithales,bb8c0b34-932a-4a06-b011-075e4460028f,Species,EuroMed,4.6,3.1,16,4.5,5.4,9,7.6,4.4,13,5.1,4.8,10,3.5,3.7,13
Cirsium erythrolepis,e3dfed8f-b428-4b86-9fc7-91e996cdd5d1,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium esculentum,a945255f-4c8f-4b2c-a2d1-b86b922fd013,Species,EuroMed,4.8,3.8,3,4.1,4.4,1,8.7,2.2,1,8.0,3.1,2,4.2,3.2,2
Cirsium ferox,b09f599f-f088-45cc-a8bf-d9ac76192ba4,Species,EuroMed,2.5,2.0,2,4.5,6.3,2,7.6,6.7,2,7.3,2.8,2,4.8,6.6,2
Cirsium filipendulum,f30daba3-3a62-4b89-b274-1fb68fd8be04,Species,EuroMed,4.9,1.8,2,2.3,3.2,2,2.2,4.3,2,6.7,5.3,2,4.9,2.8,2
Cirsium furiens,e107dc57-7920-4813-9caa-682433949145,Species,EuroMed,3.7,2.0,1,,,,6.4,6.0,1,,,,4.0,2.3,1
Cirsium glabrum,a302b5a4-54dd-42ca-85eb-e8d8b5a6c515,Species,EuroMed,5.9,2.5,1,7.4,2.9,1,7.2,2.8,1,7.0,2.8,1,2.3,2.6,1
Cirsium grecescui,5a4c7842-0ae7-4d14-a6d8-08427e164185,Species,EuroMed,4.2,3.0,2,5.5,2.9,1,6.7,3.5,2,7.8,2.8,1,5.1,2.7,2
Cirsium helenioides,97114127-d823-4e29-a29a-21c06681e3b8,Species,EuroMed,6.1,3.0,3,6.8,3.2,2,5.2,2.7,2,6.2,5.9,2,2.9,5.4,2
Cirsium heterophyllum,26c8f954-ef5c-4955-8037-02067bb47d84,Species,EuroMed,6.0,3.1,17,6.4,4.0,11,5.0,4.0,13,6.5,5.6,12,2.6,3.1,11
Cirsium heterotrichum,2fdd9243-c88d-47df-968d-81eeb680ed69,Species,EuroMed,5.2,4.1,1,,,,,,,,,,,,
Cirsium italicum,9f96f04e-80fb-466a-a854-e8889d70426f,Species,EuroMed,2.9,3.2,2,6.4,5.0,2,5.7,4.3,2,7.6,3.9,2,5.9,5.1,2
Cirsium laniflorum,cbfcbc29-50fc-4322-8fd5-3e61f2bc0a79,Species,EuroMed,4.2,3.4,1,4.4,3.9,1,7.2,3.0,1,6.7,5.7,1,5.2,1.3,1
Cirsium ligulare,ca0e5b55-9876-43c7-bf09-b11b737882d4,Species,EuroMed,3.3,4.8,2,,,,7.4,2.0,1,,,,4.9,2.3,1
Cirsium lobelii,13d193e2-66df-4fb3-95bd-3b81cfceb44b,Species,EuroMed,3.4,2.5,1,7.7,2.9,1,7.6,2.8,1,7.0,2.8,1,2.8,2.6,1
Cirsium monspessulanum,d6d4fe14-c88f-44ca-823c-9d933062d86f,Species,EuroMed,5.8,2.6,4,4.7,6.0,3,6.0,4.0,3,6.9,6.7,3,7.0,2.8,3
Cirsium morinifolium,bd78ea97-7557-4c69-abdc-3c63de5df5f4,Species,EuroMed,3.7,4.1,1,8.2,2.3,1,7.0,2.7,1,8.6,2.3,1,5.4,4.1,1
Cirsium morisianum,c4dd79dc-f62f-42a6-8c50-90a5faba7460,Species,EuroMed,3.3,2.0,2,7.4,2.8,2,6.5,6.6,2,7.3,2.8,2,3.5,5.9,2
Cirsium obvallatum,7ea5a680-41cf-48f2-9936-7c259a7cc412,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium odontolepis,7f89c570-08fe-44cf-80d5-0f84457e5cd6,Species,EuroMed,2.9,3.2,2,6.7,4.3,2,6.7,3.8,2,8.1,3.0,2,5.8,5.2,2
Cirsium oleraceum,c1b00017-810c-4701-ba77-607f3221a420,Species,EuroMed,6.1,2.9,24,6.0,4.8,17,7.4,3.4,20,5.7,5.8,16,3.9,4.0,17
Cirsium osseticum,16e3f06b-3a61-431f-ab65-797b4f524782,Species,EuroMed,3.1,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium palustre,1323640f-28e8-4af8-8296-8e55a359950d,Species,EuroMed,6.4,3.2,26,3.9,5.8,19,4.3,4.6,21,6.8,4.9,19,3.9,3.9,19
Cirsium pannonicum,39c67dcd-2a1d-4e3a-a9a7-29ace5533202,Species,EuroMed,3.7,4.0,18,3.2,4.3,13,7.3,4.1,15,7.0,5.5,12,4.8,3.0,15
Cirsium pugnax,08dd5f45-c51b-4a08-8ea7-a9095ccac2be,Species,EuroMed,3.1,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium pyrenaicum,78aebeeb-af13-4e93-aa9b-b560aab74905,Species,EuroMed,5.0,2.5,1,3.9,2.9,1,5.2,2.8,1,8.0,2.8,1,3.3,2.6,1
Cirsium rhizocephalum,0043e1f9-0067-46ea-b217-defffa068e52,Species,EuroMed,5.7,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium richterianum,080c6855-deae-4975-b395-465064d2ce57,Species,EuroMed,2.5,2.6,2,6.1,3.1,2,7.2,2.9,2,8.1,3.0,2,2.8,3.7,2
Cirsium richterianum subsp. giraudiasii,29e9a7a1-debe-47f9-9b7c-e4e01dc33b78,Subspecies,EuroMed,2.6,2.5,1,6.0,2.9,1,7.2,2.8,1,8.0,2.8,1,3.3,2.6,1
Cirsium richterianum subsp. richterianum,61637a8d-88fd-4c34-84a9-5eb253b660c5,Subspecies,EuroMed,2.4,2.5,1,6.2,2.9,1,7.2,2.8,1,8.2,2.8,1,2.3,2.6,1
Cirsium rivulare,d82e18ec-13df-4900-b05f-286ee3114aa2,Species,EuroMed,6.4,3.0,20,4.5,5.7,15,7.0,5.1,17,8.4,3.6,14,3.7,3.2,17
Cirsium scabrum,229bbac5-ac8f-488d-af29-bb7a49db6fd2,Species,EuroMed,2.9,3.2,2,7.5,3.1,2,8.0,3.5,2,7.0,5.1,2,5.9,5.1,2
Cirsium serrulatum,c0d4c2ef-4951-42f1-9b83-5773525dc1a9,Species,EuroMed,3.0,2.0,1,,,,8.4,2.0,1,,,,5.8,2.3,1
Cirsium simplex,279c832b-5208-4968-a57e-91d9cbc0feb8,Species,EuroMed,5.7,2.5,1,3.3,2.9,1,5.7,2.8,1,5.5,2.8,1,2.5,2.6,1
Cirsium sintenisii,d9a93715-98d4-45f7-b45d-1d8033a3b4ba,Species,EuroMed,3.0,2.0,1,,,,7.4,2.0,1,,,,5.8,2.3,1
Cirsium spathulatum,6d461135-1635-443d-a628-aec8f323eb25,Species,EuroMed,3.2,1.8,1,7.2,2.4,1,7.6,4.4,1,7.6,2.2,1,4.1,2.3,1
Cirsium spinosissimum,a607ae1a-8614-49fb-a956-34c4e70416ef,Species,EuroMed,5.0,2.7,6,8.4,3.5,5,7.1,5.3,5,7.3,3.2,5,1.0,2.7,5
Cirsium tenoreanum,baa1726a-36fc-4f00-929d-243ebf2f0dc2,Species,EuroMed,2.6,2.5,1,7.7,2.9,1,6.5,2.8,1,9.4,2.8,1,2.8,2.6,1
Cirsium tuberosum,b1e5b425-3e7f-4c19-b3d4-c09b71430382,Species,EuroMed,5.1,3.3,12,3.0,4.0,10,7.9,3.5,11,7.0,4.9,9,4.7,3.6,9
Cirsium tymphaeum,1d2a842f-eafd-4eb6-8ee2-cca007430fb6,Species,EuroMed,5.2,2.5,1,,,,,,,,,,,,
Cirsium ukranicum,4f2df081-9ee5-486c-abd3-acf4d6babe00,Species,EuroMed,3.0,3.6,1,4.7,5.5,1,5.7,0.7,1,7.4,4.2,1,4.5,1.3,1
Cirsium vallis-demonis,65cd3875-10a3-4bc1-9116-37e28eb6a8c4,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,4.1,2.8,1,7.0,2.8,1,3.7,2.6,1
Cirsium vulgare,21309fe7-228b-42e2-ae89-c1c576bff969,Species,EuroMed,4.2,3.1,27,7.5,5.8,21,6.4,5.8,21,7.8,4.1,20,4.2,4.1,22
Cirsium vulgare subsp. crinitum,d183cfdf-e000-4ff7-8392-a18460681600,Subspecies,EuroMed,2.4,2.5,1,7.4,2.9,1,7.2,2.8,1,7.0,2.8,1,7.1,2.6,1
Cirsium vulgare subsp. silvaticum,25a91d56-e73e-41c8-bfc5-e41048e301f2,Subspecies,EuroMed,4.2,2.5,1,7.4,2.9,1,7.2,2.8,1,5.7,2.8,1,5.2,2.6,1
Cirsium vulgare subsp. vulgare,eac8023b-3c33-4558-ada4-63c24bdb0548,Subspecies,EuroMed,4.2,2.5,1,8.6,2.9,1,7.2,2.8,1,8.2,2.8,1,4.2,2.6,1
Cirsium waldsteinii,382ae793-45d5-406a-8bd0-622615485319,Species,EuroMed,5.2,3.2,5,5.9,5.0,4,4.5,3.2,5,6.8,4.6,4,2.8,2.7,5
Cistanche phelypaea,5d10f05b-55e8-4b45-882d-ca1829d7273f,Species,EuroMed,0.4,4.1,1,4.8,2.3,1,8.4,2.7,1,8.6,2.3,1,8.5,2.1,1
Cistus ? revolii nothosubsp. revolii,AHe87a9b-9023-4b7c-9dbc-df751ab3b5f1,Subspecies,additionalHybrids,3.3,2.5,1,1.5,2.9,1,2.6,2.8,1,8.2,2.8,1,5.2,2.6,1
Cistus albidus,bfc2bea1-a2b5-4e59-be4d-709cb7a8db27,Species,EuroMed,2.5,3.1,3,2.7,4.1,3,4.4,6.8,3,9.1,3.6,3,7.0,2.8,3
Cistus clusii,b6247ac1-57ba-4ac5-9ab5-47d2ff8595c3,Species,EuroMed,1.8,2.5,1,1.8,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Cistus creticus,373ebfb2-6e9f-4f67-9fda-a303fd6fe1d5,Species,EuroMed,2.7,3.8,2,2.9,4.8,2,5.2,7.9,2,7.8,3.5,2,6.8,4.0,2
Cistus creticus subsp. creticus,373ebfb2-6e9f-4f67-9fda-a303fd6fe1d5,Subspecies,EuroMed,1.9,4.4,2,1.6,2.8,2,6.7,3.3,2,8.4,4.2,2,7.4,4.3,2
Cistus creticus subsp. eriocephalus,7c8d24c3-3cc8-437f-93de-40ab9948f44e,Subspecies,EuroMed,1.7,3.8,3,2.3,3.4,3,6.8,6.3,3,7.8,6.3,3,7.0,4.2,3
Cistus crispus,b7d5ef2c-0f0d-4276-ad34-da7c36d8fc18,Species,EuroMed,2.5,4.0,2,2.8,4.9,2,2.8,4.8,2,8.8,4.0,2,7.2,2.9,2
Cistus halimifolius,4b980bb5-aee5-42ed-9e81-1965c3748bb3,Species,EuroMed,1.8,2.5,1,1.8,2.9,1,5.3,2.8,1,9.4,2.8,1,8.2,2.6,1
Cistus ladanifer,3ca902c9-1a45-4ab4-a762-5f5aec38e584,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,5.7,2.6,1
Cistus lasianthus,272e2dd2-c8a1-431b-b1dd-53288e4fb5c5,Species,EuroMed,3.7,3.2,2,1.7,3.2,2,2.5,3.1,2,8.1,3.0,2,5.1,2.7,2
Cistus lasianthus subsp. alyssoides,3991a8d2-e8b9-4248-b049-4027d4f6d855,Subspecies,EuroMed,2.6,3.1,2,1.1,3.1,2,3.0,2.9,2,7.8,3.5,2,5.2,2.2,2
Cistus laurifolius,f3f02331-fb96-465c-8f6f-9f1f9617baf6,Species,EuroMed,2.2,3.3,2,2.3,3.9,2,4.5,8.2,2,8.7,4.2,2,5.9,5.4,2
Cistus monspeliensis,0b353ef3-8b4e-4e08-8489-bc90a98e6368,Species,EuroMed,2.6,4.1,4,2.7,3.8,4,4.8,8.2,4,8.7,4.1,4,7.2,3.1,4
Cistus parviflorus,9b03e793-5a6d-41d0-bd20-b90886109eda,Species,EuroMed,1.5,4.7,2,3.5,10.0,2,8.6,3.2,2,9.0,3.1,2,7.6,4.8,2
Cistus populifolius,e624c75f-4e2c-4419-bf1d-691cae588828,Species,EuroMed,3.6,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,5.7,2.6,1
Cistus pouzolzii,2da4f03a-9867-4f62-9bd2-6c72bb8c253a,Species,EuroMed,3.3,2.5,1,3.9,2.9,1,3.8,2.8,1,8.2,2.8,1,7.1,2.6,1
Cistus psilosepalus,74d2f2e5-5efe-4dd9-8081-1d535af1ad8a,Species,EuroMed,2.4,2.9,2,2.3,3.2,2,2.8,3.2,2,8.8,4.3,2,5.2,2.2,2
Cistus salviifolius,fb31e196-c207-48d9-8fae-833df67dccaf,Species,EuroMed,2.0,3.6,5,2.1,4.3,5,4.6,5.2,5,8.0,3.7,5,6.8,4.0,5
Cistus umbellatus,a4eb432f-674a-4a51-a192-9d6e7d8b8462,Species,EuroMed,3.3,3.0,3,2.1,3.3,3,3.1,2.8,3,8.2,4.9,3,5.5,2.9,3
Cistus umbellatus subsp. umbellatus,638a35a9-5f84-4ef9-b62d-83eb549645fb,Subspecies,EuroMed,3.2,4.1,2,1.7,3.2,2,2.9,3.4,2,7.5,3.8,2,5.6,3.7,2
Cistus umbellatus subsp. viscosus,1c38f839-e707-40d3-a33c-4e9ceeacd17e,Subspecies,EuroMed,4.0,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,5.1,2.6,1
Citrullus colocynthis,5b7fd672-fbec-48a8-986c-97e5d4d8f50e,Species,EuroMed,1.0,2.5,1,0.6,2.9,1,1.8,2.8,1,9.4,2.8,1,10.0,2.6,1
Citrullus lanatus,820957de-78f8-4432-bd4f-b6cba44cc94e,Species,EuroMed,4.2,2.4,2,8.0,3.8,2,6.3,5.2,2,8.5,4.1,2,6.0,3.5,2
Citrus ?aurantium,ASeb82b8-5460-4832-81c2-3858979413c1,Species,additionalTaxa,1.8,2.5,1,5.3,2.9,1,2.9,2.8,1,9.4,2.8,1,7.3,2.6,1
Citrus limon,ATe75646-2e28-4493-a3a9-36ced69ab6b7,Species,additionalTaxa,2.6,2.5,1,5.3,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Citrus reticulata,24151089-3f3a-4696-8f19-67ffe40beb15,Species,EuroMed,2.6,2.5,1,5.3,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Cladanthus mixtus,32f03e7d-fe6d-490d-82b7-710eb7edd0f2,Species,EuroMed,2.6,2.9,3,2.1,4.3,3,2.5,4.6,3,8.6,4.1,3,6.2,4.3,4
Cladium mariscus,c3655974-2e17-461a-815b-9ca1154102ff,Species,EuroMed,8.0,3.0,22,3.7,5.5,18,8.8,4.1,20,8.5,4.3,17,4.9,4.7,17
Clausia aprica,06e7d010-df60-4647-a4df-7924318599cd,Species,EuroMed,2.5,4.1,2,1.9,4.4,1,7.6,1.5,1,8.3,3.1,2,3.9,2.0,2
Claytonia perfoliata,6c21dfe4-e096-48a7-ac7a-1df4288822bd,Species,EuroMed,4.6,2.7,8,6.9,4.4,8,6.7,4.3,8,5.7,3.8,8,4.8,3.3,7
Claytonia sibirica,2d4bacf3-73e9-4d9d-bee6-464e660a7dc5,Species,EuroMed,5.1,4.1,2,6.8,3.4,2,5.4,3.4,2,3.9,3.4,2,4.1,2.6,1
Cleistogenes serotina,148619e0-c430-4f7d-925a-f5f4306e5106,Species,EuroMed,2.2,3.0,7,2.4,4.1,5,7.8,3.4,6,8.6,3.8,4,5.7,2.6,6
Cleistogenes serotina subsp. bulgarica,6571193b-1bb8-48b2-a421-fcfa7619e248,Subspecies,EuroMed,2.5,2.4,3,4.7,5.5,1,7.3,3.1,2,8.8,1.4,1,5.5,3.1,2
Cleistogenes serotina subsp. serotina,148619e0-c430-4f7d-925a-f5f4306e5106,Subspecies,EuroMed,1.7,3.3,2,3.6,7.7,1,7.3,3.1,2,8.1,2.8,1,5.7,3.4,2
Cleistogenes squarrosa,5c7915a8-c835-4484-9d9d-ea3b50a68b39,Species,EuroMed,3.1,2.9,2,3.6,7.7,1,7.2,3.7,1,8.8,1.4,1,4.2,3.2,1
Clematis alpina,aff916ad-fead-484b-b88c-0e3a909398c3,Species,EuroMed,4.7,2.6,17,3.9,5.8,10,5.5,7.6,15,4.8,6.1,12,2.3,3.0,15
Clematis alpina subsp. alpina,f3dd2007-455d-4df5-bbd1-93018bd42ea2,Subspecies,EuroMed,4.2,2.5,1,3.9,2.9,1,4.9,2.8,1,4.5,2.8,1,2.3,2.6,1
Clematis alpina subsp. ochotensis,ASa815bd-2685-4daa-bf1d-f4434401b0b5,Subspecies,additionalTaxa,4.5,1.5,1,,,,,,,5.7,6.9,1,3.1,3.0,1
Clematis alpina subsp. sibirica,0fe06623-62c0-48f7-ba33-ce2246b816aa,Subspecies,EuroMed,4.7,2.9,1,,,,,,,5.7,6.9,1,2.8,3.6,1
Clematis cirrhosa,200e8e2b-fb7e-4197-94af-b8fa250d4952,Species,EuroMed,3.7,4.7,3,5.1,2.7,3,5.4,5.2,3,6.4,3.4,3,7.6,5.1,3
Clematis elisabethae-carolae,1c7e9b9d-0aed-4f7d-a002-5ccebdcace66,Species,EuroMed,3.7,4.1,1,3.6,2.3,1,5.7,2.7,1,6.3,2.3,1,4.9,2.1,1
Clematis flammula,027fe560-232d-41cb-8213-281c9a73a369,Species,EuroMed,3.3,3.2,2,3.3,4.0,2,6.5,4.5,2,6.2,6.0,2,7.0,3.0,2
Clematis hexapetala,AT341408-a048-441c-b826-7e5cfed534b4,Species,additionalTaxa,4.0,1.5,1,,,,,,,7.8,2.8,1,4.0,2.4,1
Clematis integrifolia,094bb8f1-2b4e-4136-ba4f-65892187a86a,Species,EuroMed,4.4,3.7,12,4.7,6.5,8,7.7,5.0,10,7.0,5.1,7,5.1,3.6,10
Clematis lathyrifolia,ee31bdc5-39ef-4e3b-95aa-21460d63a929,Species,EuroMed,3.0,3.6,1,4.1,4.4,1,6.8,3.0,1,6.7,5.7,1,4.5,1.3,1
Clematis orientalis,e274511e-7d3f-4ee3-9c2e-af96f6a274c0,Species,EuroMed,3.4,6.0,2,3.0,4.4,1,7.9,3.7,1,6.6,5.8,2,5.5,3.8,2
Clematis recta,e2923289-9d6d-45dd-98ef-2db3480e036e,Species,EuroMed,3.2,2.7,19,3.3,4.6,14,7.9,3.7,17,5.9,4.6,14,5.2,2.9,17
Clematis tangutica,6a4c7f9a-03cc-4bab-aa44-5d20ec24ccab,Species,EuroMed,4.0,1.8,1,4.9,4.7,1,5.4,2.2,1,7.6,2.2,1,4.5,3.2,2
Clematis vitalba,5d3751a4-925a-42f1-9fea-093047456aa1,Species,EuroMed,4.4,2.8,26,6.4,5.7,20,7.1,4.0,23,6.3,5.4,20,4.8,3.3,22
Clematis viticella,8e27c896-39a2-4f23-9c09-9f4b3f58a130,Species,EuroMed,4.2,3.8,3,6.0,4.9,4,7.1,3.1,4,6.8,6.5,3,5.7,3.6,4
Cleome dodecandra,71e393c4-c251-4f20-805c-8ab15b694a77,Species,EuroMed,3.3,2.0,2,2.2,3.1,2,5.4,2.2,1,7.3,2.8,2,6.1,3.4,2
Cleome hassleriana,AS8cdc6c-36a1-460d-ba9c-6b833e1ac0de,Species,additionalTaxa,3.2,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,2.2,1,6.6,2.3,1
Cleome iberica,26f1f7cd-e27d-4832-ba8d-75fb2326f0ff,Species,EuroMed,1.2,4.1,1,1.4,2.3,1,8.4,2.7,1,,,,7.5,2.1,1
Cleome ornithopodioides,80d13ebc-f2b2-47e3-bee3-e6789cde298b,Species,EuroMed,1.2,2.1,1,1.3,3.3,1,9.0,1.5,1,8.8,1.4,1,5.8,1.3,1
Climacoptera crassa,c5d30458-f20b-46a4-95dc-02078a23b73c,Species,EuroMed,1.4,2.8,1,,,,,,,,,,,,
Clinopodium acinos,5817e8c2-15a5-4c8c-83e0-1ed31ffadb65,Species,EuroMed,2.2,3.3,22,1.5,4.8,17,6.9,4.7,19,8.7,3.3,16,4.7,3.3,15
Clinopodium alpinum,43c303bb-8991-4b75-997f-36cd2e91fc0c,Species,EuroMed,3.8,3.2,9,2.6,4.7,8,8.6,4.9,8,8.5,4.8,8,3.1,4.6,7
Clinopodium alpinum subsp. alpinum,43c303bb-8991-4b75-997f-36cd2e91fc0c,Subspecies,EuroMed,3.8,2.9,2,1.5,2.9,1,9.0,3.2,2,9.4,2.8,1,3.6,7.4,2
Clinopodium alpinum subsp. hungaricum,5d4448ae-5e9a-43d2-8d76-49c2d1951bd3,Subspecies,EuroMed,,,,1.3,3.3,1,3.4,2.2,1,8.1,2.8,1,1.3,1.3,1
Clinopodium alpinum subsp. meridionale,c5c56061-3546-4284-9bba-9401675cb234,Subspecies,EuroMed,3.1,4.6,2,3.2,3.2,2,7.7,4.1,2,7.8,3.1,2,6.2,5.8,2
Clinopodium alpinum subsp. pyrenaeum,40216037-0ed6-40dc-9bf7-b2012e549a0b,Subspecies,EuroMed,2.9,3.6,3,2.4,3.1,3,7.4,2.7,3,7.9,3.4,3,2.7,4.7,3
