TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Clinopodium corsicum,ff2d3fd9-2367-4980-8e4d-35d100a7c5ae,Species,EuroMed,4.2,2.5,1,1.5,2.9,1,2.6,2.8,1,7.0,2.8,1,3.2,2.6,1
Clinopodium creticum,960b79f1-26e7-4ea8-a672-d3eb80a77096,Species,EuroMed,2.0,4.1,1,4.8,2.3,1,8.4,2.7,1,7.5,2.3,1,6.4,4.1,1
Clinopodium grandiflorum,4a271144-8043-4ef4-9d06-3fda722575ad,Species,EuroMed,4.5,4.4,6,5.8,5.4,4,6.6,4.0,5,4.9,7.8,4,4.9,4.1,5
Clinopodium graveolens subsp. rotundifolium,2db26096-f20e-4df8-b862-d2179e33ed74,Subspecies,EuroMed,,,,,,,,,,,,,8.0,2.1,1
Clinopodium insulare,e0b9f8d9-6082-472f-aa3c-7b97e4cd4c8a,Species,EuroMed,,,,,,,9.7,1.4,1,,,,8.0,2.1,1
Clinopodium menthifolium,008d43ef-0638-4a59-80e7-970959b81e91,Species,EuroMed,3.8,3.4,8,3.9,4.0,5,8.2,4.6,8,6.1,6.7,5,5.0,2.7,7
Clinopodium menthifolium subsp. ascendens,b28b4f3d-7ab5-413a-b806-baf7e370e61f,Subspecies,EuroMed,3.7,2.7,4,5.4,3.6,4,6.5,3.9,4,5.9,5.6,4,5.7,2.8,3
Clinopodium menthifolium subsp. menthifolium,c415b972-0ffb-45a4-899e-e7542002b165,Subspecies,EuroMed,3.6,1.9,3,4.4,2.9,1,6.9,2.8,1,4.5,2.8,1,4.5,2.6,1
Clinopodium menthifolium subsp. mentifolium,008d43ef-0638-4a59-80e7-970959b81e91,Subspecies,EuroMed,4.0,1.8,1,4.9,2.4,1,7.6,2.2,1,5.4,4.4,1,5.0,2.3,1
Clinopodium nanum,b9904d44-6967-429c-9f43-88d370fdffaf,Species,EuroMed,2.0,4.1,1,4.8,2.3,1,8.4,2.7,1,8.6,2.3,1,6.4,4.1,1
Clinopodium nepeta,6192cb37-d3ea-402c-a1a2-1a5e4e87df72,Species,EuroMed,3.1,3.0,5,4.1,4.7,5,8.4,4.5,5,6.8,5.5,5,5.5,2.8,5
Clinopodium nepeta aggr.,AS5530e4-a500-4f76-9685-94660817728c,Species Aggregate,additionalTaxa,2.9,3.2,4,3.6,3.8,4,8.3,6.7,4,7.5,6.8,4,5.3,3.9,4
Clinopodium nepeta subsp. glandulosum,9c4e98b6-90ac-46e2-9c81-84038338f777,Subspecies,EuroMed,4.0,5.9,3,4.5,6.0,3,7.6,5.7,3,7.1,4.4,3,5.4,7.2,2
Clinopodium nepeta subsp. nepeta,6192cb37-d3ea-402c-a1a2-1a5e4e87df72,Subspecies,EuroMed,2.8,1.8,1,4.9,2.4,1,6.5,2.2,1,6.5,3.3,1,5.4,2.3,1
Clinopodium nepeta subsp. subisodontum,AS97f9d2-f221-4c6e-8f5a-9cc9e2bc16d8,Subspecies,additionalTaxa,3.5,3.3,4,4.1,3.8,3,8.3,4.3,4,6.0,5.3,3,5.0,3.7,4
Clinopodium pulegium,c64fc116-3c4d-4468-a9c3-3ebd9c5b7efe,Species,EuroMed,3.0,2.0,1,,,,6.4,2.0,1,,,,4.9,2.3,1
Clinopodium serpyllifolium subsp. fruticosum,6857ae72-f966-4f4a-be69-7cd2bd251a8f,Subspecies,EuroMed,1.8,2.5,1,0.6,2.9,1,7.6,2.8,1,9.4,2.8,1,8.2,2.6,1
Clinopodium suaveolens,aa197b30-4c23-48c0-ba5f-68a270f78330,Species,EuroMed,3.1,3.1,2,1.8,2.9,1,7.5,2.3,2,8.2,2.8,1,5.2,4.7,2
Clinopodium thymifolium,36c1e75e-c00a-4b96-b786-e607a0a0862a,Species,EuroMed,1.2,2.4,2,0.4,2.8,2,8.7,4.4,2,9.6,2.6,2,5.7,2.6,2
Clinopodium vulgare,5079d092-a0e7-49d0-89ab-aa273bff69bf,Species,EuroMed,3.7,3.4,26,3.3,5.2,20,6.8,4.4,23,6.6,5.1,20,4.2,4.1,19
Clinopodium vulgare subsp. arundanum,ba7beeee-a9c4-4aa9-98de-736ba559d7fd,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,5.4,4.4,1,5.4,4.4,1,4.1,2.3,1
Clinopodium vulgare subsp. orientale,2888edcc-d92a-4e93-ab8e-53ed30b32d03,Subspecies,EuroMed,4.5,4.1,1,3.6,2.3,1,5.7,2.7,1,6.3,2.3,1,6.9,4.1,1
Clinopodium vulgare subsp. vulgare,65e96541-1ef0-43bc-b1d6-ea5b505a06ed,Subspecies,EuroMed,3.7,2.6,6,3.3,3.3,5,7.2,3.4,6,6.2,4.2,6,4.6,5.2,5
Clypeola jonthlaspi,f26e98a3-78f1-4ca8-9f69-f864e27162c7,Species,EuroMed,1.9,3.3,5,3.5,6.3,4,7.4,4.9,5,8.4,3.8,4,6.3,4.0,5
Cneorum tricoccon,06e22df4-f0bf-4023-818c-b3791b579fdc,Species,EuroMed,2.1,3.1,2,3.4,3.8,2,5.7,5.9,2,8.8,4.0,2,7.6,3.8,2
Cochlearia aestuaria,efef9061-76b5-4eeb-812a-edc929071436,Species,EuroMed,7.3,2.7,2,4.5,5.6,2,7.0,5.0,2,7.8,3.5,2,4.7,3.1,2
Cochlearia anglica,dff57c91-8ba4-4c90-a838-d5a2a3a0a946,Species,EuroMed,6.7,3.2,6,7.6,3.5,5,7.3,3.5,5,8.2,2.8,6,3.7,3.0,5
Cochlearia bavarica,5f841f46-e69c-48f0-9c5b-6f4980ff95c0,Species,EuroMed,6.6,3.3,2,4.5,6.2,2,7.3,2.9,2,6.8,7.1,2,3.5,4.4,2
Cochlearia danica,4749d189-38f8-483e-b19b-aa5bf22bf91e,Species,EuroMed,5.4,4.2,8,5.5,3.6,8,7.8,3.2,8,9.0,3.6,8,4.1,3.2,7
Cochlearia excelsa,36dc66f0-4fcf-49ab-9abf-1665579de1ca,Species,EuroMed,7.3,1.8,1,4.9,2.4,1,5.4,2.2,1,9.8,2.2,1,0.0,2.3,1
Cochlearia glastifolia,5b4f0c52-eb27-453a-9882-f6a2c6c35190,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,6.5,2.8,1,8.2,2.8,1,5.5,2.6,1
Cochlearia groenlandica,f93058a1-156d-4fa5-af25-297dac8be1f4,Species,EuroMed,6.8,3.3,1,,,,,,,,,,,,
Cochlearia micacea,26248e2f-f23c-4d40-b94d-9955683ebc35,Species,EuroMed,6.7,2.5,1,1.9,2.9,1,6.9,2.8,1,8.2,2.8,1,,,
Cochlearia officinalis,f8662613-e45d-40fe-9aa2-1778bd5655e3,Species,EuroMed,5.8,3.6,9,5.2,4.1,7,6.4,5.0,7,8.0,3.2,6,4.5,3.6,5
Cochlearia officinalis aggr.,AG0662c7-10f4-4a77-9a4c-b11862510b1f,Species Aggregate,additionalAggregates,6.1,4.8,12,4.9,6.2,10,6.7,5.8,10,7.8,5.5,9,4.0,6.8,8
Cochlearia officinalis subsp. officinalis,ASa68e61-d0e9-4d7a-a059-c3fe3a0964b3,Subspecies,additionalTaxa,5.5,3.3,2,5.9,4.0,2,7.0,2.8,2,8.2,2.8,2,4.6,2.6,1
Cochlearia polonica,fd2014d6-3bc9-466a-9513-bd3f0b71b69f,Species,EuroMed,7.3,4.6,2,3.2,5.1,2,6.1,6.2,2,7.3,3.2,2,4.4,0.9,2
Cochlearia pyrenaica,a0193688-c8c9-4221-afb7-b5489c80046a,Species,EuroMed,7.2,3.1,7,3.1,3.1,6,7.6,4.4,7,7.4,6.4,6,2.5,2.7,6
Cochlearia tatrae,574eb875-d5cf-407f-b968-35befcc5c0d1,Species,EuroMed,6.0,0.9,2,1.8,1.2,1,4.0,0.5,1,8.5,0.5,1,0.4,0.3,1
Coincya monensis,f46d8ff7-cf1f-4aa4-90aa-c1b746c58d39,Species,EuroMed,3.3,3.7,7,2.9,5.4,7,4.8,5.5,7,9.2,3.8,7,5.4,4.6,6
Coincya monensis subsp. cheiranthos,4359cfe5-d2da-4f58-87bc-9cbb5953c0d3,Subspecies,EuroMed,3.4,3.9,7,2.9,5.3,7,4.4,4.9,7,9.0,3.7,7,4.9,4.8,7
Coincya richeri,4a9ec5fc-4d40-4110-b8bc-adb72865bf90,Species,EuroMed,4.1,3.2,2,2.2,3.1,2,2.5,3.6,2,8.5,4.0,2,2.3,5.1,2
Coincya wrightii,977c28a6-9ba9-4130-8644-1444942cdd72,Species,EuroMed,3.5,2.5,1,3.0,2.9,1,3.4,2.8,1,9.5,2.8,1,,,
Coix lacryma-jobi,e3157d01-2a94-4342-8cd4-e8b15109250a,Species,EuroMed,5.1,6.6,3,7.5,5.5,2,7.2,5.0,2,8.2,2.8,2,7.5,3.6,3
Colchicum alpinum,9c74b565-81d2-48b2-8897-e480c7834fb4,Species,EuroMed,4.2,4.1,4,3.9,4.2,3,3.3,3.4,3,8.0,2.7,3,2.5,5.0,3
Colchicum arenarium,a0b9b9bb-c8a9-4d04-8513-62b1703147a1,Species,EuroMed,2.7,2.5,5,1.3,2.9,3,9.2,3.0,4,8.5,4.1,2,5.7,2.6,4
Colchicum autumnale,4b19130a-28f2-491f-999f-e8ce946bad02,Species,EuroMed,4.9,3.3,25,4.6,6.2,16,6.6,4.2,23,5.9,5.9,19,4.0,3.2,21
Colchicum autumnale aggr.,AG6de2ac-7bf8-44bf-a941-8afa4e0d963e,Species Aggregate,additionalAggregates,4.9,6.6,25,4.9,5.0,15,6.6,5.9,23,5.9,6.3,19,4.1,5.5,21
Colchicum balansae,c426ec5e-993d-433d-aff1-f1f5046ca229,Species,EuroMed,,,,,,,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Colchicum bivonae,e374c896-9003-4582-81ec-98c52b0e62b0,Species,EuroMed,2.6,2.5,1,7.7,2.9,1,6.5,2.8,1,5.9,2.8,1,5.5,2.6,1
Colchicum bulbocodium,1f0ac83f-a27b-4620-a1e9-1e6d6ead09c1,Species,EuroMed,3.3,3.1,3,3.5,4.9,3,7.2,4.7,3,6.8,3.7,3,2.5,4.2,3
Colchicum bulbocodium subsp. versicolor,a8766f66-bab0-40cf-8389-060bbed04da5,Subspecies,EuroMed,3.4,4.4,2,3.6,3.3,1,6.4,2.2,1,7.4,4.2,1,5.2,7.1,2
Colchicum corsicum,b503ced0-6470-4f9a-8412-279c5708a061,Species,EuroMed,4.2,2.5,1,3.9,2.9,1,3.8,2.8,1,7.0,2.8,1,7.1,2.6,1
Colchicum cretense,ee8bd7ff-d186-431c-9709-192875501b33,Species,EuroMed,2.8,4.1,1,4.8,2.3,1,7.0,2.7,1,8.6,2.3,1,5.4,4.1,1
Colchicum cupanii,a4b28a7f-e495-408a-8d2e-c45a0363ba22,Species,EuroMed,3.2,5.5,3,3.5,3.5,3,8.8,2.6,3,8.5,3.2,3,6.0,6.7,3
Colchicum haynaldii,54617cd2-1c0e-435d-9ed4-720ac75a5347,Species,EuroMed,5.2,2.0,1,,,,7.4,2.0,1,,,,4.0,2.3,1
Colchicum hungaricum,7c058f23-eab3-4794-8300-bb774ba58cb5,Species,EuroMed,2.3,3.5,2,1.4,2.6,2,9.3,2.1,2,9.1,2.8,1,5.7,1.8,2
Colchicum laetum,2970679e-cec6-46eb-a932-e7a8ac39d733,Species,EuroMed,3.1,2.5,1,6.5,2.9,1,5.7,2.8,1,7.5,2.8,1,4.9,2.6,1
Colchicum lusitanum,45d5d74a-90e6-43a6-a120-033d72a505ac,Species,EuroMed,2.9,4.2,2,6.3,5.1,2,7.0,5.5,2,5.6,4.8,2,5.2,5.1,2
Colchicum macrophyllum,f9fbfd83-dfda-4d34-8d40-be59442e90be,Species,EuroMed,2.8,4.1,1,4.8,2.3,1,7.0,2.7,1,6.3,2.3,1,7.5,2.1,1
Colchicum montanum,4610be9b-68dc-4887-9a15-edeae110fa3d,Species,EuroMed,4.3,3.1,3,3.4,5.4,2,5.4,2.5,2,6.7,5.3,2,3.6,2.5,2
Colchicum neapolitanum,40f2e344-30d6-4b81-a61c-6fa71d238524,Species,EuroMed,2.5,2.0,2,6.3,5.1,2,7.0,5.5,2,5.6,2.6,2,4.8,2.6,2
Colchicum pusillum,51de6e9f-4dd3-4129-b319-8ffb66784b43,Species,EuroMed,2.0,2.1,1,4.8,2.3,1,8.4,2.7,1,8.6,2.3,1,6.4,4.1,1
Colchicum raddeanum,0d94871e-967e-4fc0-9668-8cef148086ae,Species,EuroMed,5.7,2.5,1,3.3,2.9,1,5.7,2.8,1,7.5,2.8,1,2.5,2.6,1
Colchicum soboliferum,5eafdb8f-2cfc-4e00-85ca-1c6babad54fc,Species,EuroMed,4.4,2.0,1,,,,9.4,2.0,1,,,,4.9,2.3,1
Colchicum speciosum,b4892096-1a5f-4e93-b872-cf82db570bf5,Species,EuroMed,4.6,3.2,2,4.4,9.3,2,6.2,6.4,2,6.3,10.0,2,3.9,3.9,2
Colchicum trigynum,16470af1-cf3d-41e0-aae2-65b7cad635d9,Species,EuroMed,3.8,2.5,1,4.1,2.9,1,5.7,2.8,1,7.5,2.8,1,3.7,2.6,1
Colchicum triphyllum,d08a8b78-3313-4d73-a6d3-f23ad6ffa766,Species,EuroMed,3.4,5.1,2,5.2,6.6,1,6.7,4.6,2,8.1,2.8,1,5.0,3.7,2
Colchicum umbrosum,f92a3154-60d2-4392-a4c3-ad249e4a3619,Species,EuroMed,4.3,3.1,1,5.2,6.6,1,6.8,3.0,1,3.8,5.7,1,5.2,1.3,1
Colchicum variegatum,e900f7a6-11b7-438b-8593-21817e8bcf5f,Species,EuroMed,2.8,4.1,1,4.8,2.3,1,8.4,2.7,1,7.5,2.3,1,8.0,2.1,1
Colchicum verlaqueae,b456ecb9-f9f0-4a41-82ec-54e7d3136ae5,Species,EuroMed,2.6,2.5,1,4.2,2.9,1,2.9,2.8,1,8.2,2.8,1,2.8,2.6,1
Coleanthus subtilis,e306cc16-ba01-4182-a4a4-03abcd4b257e,Species,EuroMed,6.2,4.7,6,2.9,4.7,6,3.2,4.7,6,8.5,4.3,6,4.3,4.9,6
Coleostephus myconis,3aef6f6f-9235-4ce2-8259-b12a217c26e1,Species,EuroMed,2.9,4.4,5,5.0,3.5,5,5.3,4.8,5,8.2,3.7,5,6.2,5.1,5
Coleostephus paludosus,7167bc5b-9781-453c-a839-36590f3ca264,Species,EuroMed,3.3,2.5,1,6.2,2.9,1,7.2,2.8,1,8.2,2.8,1,7.1,2.6,1
Collomia grandiflora,4dfc7572-8495-4256-83a7-92785b68a7b8,Species,EuroMed,3.7,2.4,3,4.5,6.2,3,6.5,3.8,3,5.6,2.4,3,5.3,4.0,3
Collomia grandiflora aggr.,AGec8d3b-cda6-4737-aa61-17ea76eee429,Species Aggregate,additionalAggregates,3.8,4.3,5,3.8,7.6,5,5.7,7.4,5,6.9,6.5,5,4.7,6.7,4
Collomia linearis,ff575b08-4258-4067-a66b-dbaba69e8b6f,Species,EuroMed,3.6,2.8,3,3.4,6.0,3,4.9,7.2,3,7.7,2.9,3,3.9,6.7,2
Colocasia esculenta,a449952a-ff5f-4e3a-baa9-d3b1a740ccd8,Species,EuroMed,7.5,2.5,1,5.3,2.9,1,6.5,2.8,1,7.0,2.8,1,6.4,2.6,1
Colpodium versicolor,9f7e4eca-1049-4d65-a2d6-cdcb18d23d26,Species,EuroMed,1.8,2.5,1,3.3,2.9,1,7.1,2.8,1,9.5,2.8,1,2.5,2.6,1
Colutea arborescens,9cccfb85-fadc-47a5-aaf0-1ac1e3442c1d,Species,EuroMed,3.1,2.5,15,2.5,4.4,12,8.1,3.2,14,5.2,5.0,11,5.9,3.1,13
Colutea arborescens subsp. arborescens,9cccfb85-fadc-47a5-aaf0-1ac1e3442c1d,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,7.6,2.2,1,5.4,4.4,1,5.8,2.3,1
Colutea arborescens subsp. gallica,AS7ef7d9-d767-4969-87b5-c75d1de9b033,Subspecies,additionalTaxa,3.2,1.8,1,2.5,2.4,1,7.6,2.2,1,5.4,4.4,1,5.8,2.3,1
Colutea cilicica,120f63ea-fab5-4bb2-9a1f-15e7fe7e8023,Species,EuroMed,3.3,4.1,1,3.6,7.7,1,7.2,3.7,1,6.7,5.7,1,6.8,1.9,1
Colutea insularis,AT760c2d-c8c1-48d5-ae58-910495889dda,Species,additionalTaxa,5.3,4.1,1,2.5,2.3,1,8.4,2.7,1,7.5,2.3,1,7.5,4.1,1
Colutea media,0557493a-c49e-41f1-9d3f-a0b6692fbab3,Species,EuroMed,3.3,2.5,1,3.9,2.9,1,8.4,2.8,1,5.7,2.8,1,6.1,2.6,1
Comandra umbellata subsp. elegans,0a663b02-ccf8-4148-a814-6f4fa4c31553,Subspecies,EuroMed,3.0,2.0,1,,,,6.4,2.0,1,,,,4.9,2.3,1
Comarum palustre,47f7e278-d0f2-4b58-929d-a83b6f13b18b,Species,EuroMed,7.5,3.4,26,2.0,4.3,19,3.3,4.8,22,7.5,4.5,18,3.1,4.2,16
Commelina communis,10bb08e2-310b-45ea-9c7c-8d94381e2f39,Species,EuroMed,4.6,2.3,5,6.6,6.3,5,6.6,4.7,5,6.4,6.6,5,5.4,4.8,6
Conioselinum tataricum,ASb75628-728e-4e37-8b16-a1b72d55baa0,Species,additionalTaxa,4.7,2.4,8,5.3,4.9,4,8.0,4.8,4,5.2,8.5,5,3.0,3.5,6
Conium maculatum,68649bc1-3338-4db8-879c-ebf46ece0624,Species,EuroMed,4.7,3.6,23,8.0,5.2,20,6.2,5.5,19,7.5,4.0,19,4.8,4.6,21
Conopodium arvense,c91c743f-a54e-41af-8211-d639b8e2e16f,Species,EuroMed,3.6,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,3.9,2.6,1
Conopodium majus,a4ee9146-8fe5-4979-a8ce-453ed6537be1,Species,EuroMed,4.1,2.6,10,4.1,4.6,9,4.1,4.6,9,6.8,6.6,9,3.8,4.8,8
Conopodium majus subsp. majus,0365a3e0-b9f4-42a2-a59f-794fe35b8f09,Subspecies,EuroMed,3.4,2.5,1,4.2,2.9,1,5.3,2.8,1,7.0,2.8,1,2.8,2.6,1
Conopodium majus subsp. marizianum,055cf436-27b4-4ae2-b654-1d9f7033ef47,Subspecies,EuroMed,4.0,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,4.5,2.6,1
Conopodium pyrenaeum,930a1c1c-c752-4c3d-a42d-20e0318dcca1,Species,EuroMed,4.2,2.7,3,3.2,4.9,3,4.1,4.6,3,7.1,4.7,3,2.8,4.2,3
Conopodium subcarneum,d86440f8-6f3b-4dfa-a036-1c859bfc490d,Species,EuroMed,4.5,2.5,1,1.8,2.9,1,4.2,2.8,1,8.0,2.8,1,3.3,2.6,1
Conringia austriaca,2ec4e7f7-facf-4de0-970a-bf54890d092d,Species,EuroMed,3.4,4.1,9,2.9,4.3,6,9.1,4.1,8,8.1,2.6,5,5.5,3.0,8
Conringia clavata,26f53855-4e38-4f36-99ea-835697f4cfc4,Species,EuroMed,1.5,3.6,1,1.9,4.4,1,7.6,1.5,1,8.8,1.4,1,6.5,1.3,1
Conringia orientalis,10fcd76a-e5f5-43da-b7c2-8b79a40eaa3d,Species,EuroMed,3.0,3.0,16,4.2,4.2,14,9.0,3.3,15,7.4,3.9,13,5.2,3.6,15
Consolida ajacis,ebb8f892-1b63-4155-ae39-61f4c6171c8a,Species,EuroMed,3.3,3.3,8,5.7,4.8,8,7.4,5.2,8,7.7,5.6,8,6.0,4.2,7
Consolida ajacis aggr.,AG3215b8-5c92-43bb-8303-1f886e3db5f1,Species Aggregate,additionalAggregates,3.2,4.2,8,5.2,3.9,8,7.2,7.5,8,8.0,6.5,7,5.9,6.3,7
Consolida arenaria,4be1b9dd-3904-47ec-9f03-b8cb8739ad97,Species,EuroMed,2.0,4.1,1,4.8,2.3,1,8.4,2.7,1,9.8,2.3,1,8.5,2.1,1
Consolida hispanica,50c1f7ef-02fc-4e09-b97d-ad73785da48d,Species,EuroMed,3.4,2.3,10,5.0,5.4,8,6.8,4.7,9,7.3,5.4,7,5.6,3.4,9
Consolida pubescens,7a49367c-5cb7-4ef9-8e4b-0a61736c4d7c,Species,EuroMed,3.0,2.6,3,5.5,3.5,3,8.2,4.9,3,9.1,3.6,3,6.1,3.6,3
Consolida regalis,b2375903-002c-4bd1-bc50-fb04e5c58bfd,Species,EuroMed,3.5,2.8,17,5.2,4.6,14,7.5,4.1,16,6.8,5.3,13,5.3,3.3,16
Consolida regalis subsp. paniculata,38b9acbc-08f9-4322-a799-4f67d60b92eb,Subspecies,EuroMed,2.9,2.0,3,3.9,5.8,2,7.0,4.1,2,6.8,6.3,2,5.2,2.6,2
Consolida regalis subsp. regalis,b2375903-002c-4bd1-bc50-fb04e5c58bfd,Subspecies,EuroMed,3.4,2.9,8,5.3,4.1,6,7.7,3.2,7,6.7,5.5,6,5.3,3.9,7
Consolida rugulosa,0929c622-7511-49cd-89c1-fe9b86ddf47c,Species,EuroMed,0.7,1.0,1,,,,,,,,,,,,
Convallaria majalis,b461d9ed-1663-4ed2-aa64-10be2381bd87,Species,EuroMed,4.1,3.6,28,4.2,4.8,20,5.6,5.2,19,4.4,5.5,21,4.3,4.3,17
Convolvulus althaeoides,e1748a44-c129-4870-9802-8152bccda5fc,Species,EuroMed,2.8,2.1,1,8.2,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Convolvulus althaeoides subsp. althaeoides,e1748a44-c129-4870-9802-8152bccda5fc,Subspecies,EuroMed,3.4,4.1,2,6.4,5.5,2,6.3,4.7,2,8.2,2.8,2,7.2,2.9,2
Convolvulus althaeoides subsp. tenuissimus,a43240f1-0c9c-49c5-b104-07a4d8f02322,Subspecies,EuroMed,2.3,4.1,4,3.9,4.1,3,6.8,4.6,4,8.3,2.7,3,6.9,5.7,4
Convolvulus argyrothamnos,7c3b275c-77d8-4073-93cf-d752cf94e812,Species,EuroMed,0.4,4.1,1,3.6,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Convolvulus arvensis,b1a6df92-a94b-4b7b-8d77-6f2dc4df411d,Species,EuroMed,3.6,3.6,26,5.2,7.1,19,7.0,5.1,23,7.1,5.0,20,4.9,4.6,21
Convolvulus betonicifolius,9d8a793f-03e4-4e2b-873d-d7dc32dfbf04,Species,EuroMed,3.9,6.8,2,5.6,5.2,2,6.2,4.4,2,8.4,2.7,2,6.9,3.1,2
Convolvulus calvertii subsp. calvertii,67c669d8-ae14-49c4-9292-515286bfae2a,Subspecies,EuroMed,2.7,3.1,1,3.6,7.7,1,7.2,3.7,1,8.8,1.4,1,4.8,0.6,1
Convolvulus cantabrica,f869e86f-d915-4ab3-a224-7445c9a14442,Species,EuroMed,2.1,3.1,11,2.7,8.6,8,7.6,3.3,10,8.4,3.1,7,5.9,3.5,10
Convolvulus cneorum,928f1ba2-1099-4100-a154-592eb9798135,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,7.6,2.8,1,9.4,2.8,1,8.2,2.6,1
Convolvulus dorycnium,c785d787-8144-4545-8206-1e53976c65fb,Species,EuroMed,2.0,2.5,1,7.1,2.9,1,8.4,2.8,1,9.8,2.8,1,8.0,2.6,1
Convolvulus dorycnium subsp. dorycnium,3df20837-84fa-49e6-93f3-839546a320e0,Subspecies,EuroMed,2.0,4.1,1,7.1,2.3,1,8.4,2.7,1,9.8,2.3,1,8.0,2.1,1
Convolvulus fruticosus,AT14ea41-9dbf-4f88-bd05-e2745c908828,Species,additionalTaxa,0.6,1.5,1,,,,,,,,,,,,
Convolvulus holosericeus,79189f8f-39ef-4335-bd66-1cbc1e9500d5,Species,EuroMed,3.0,2.6,1,4.1,6.6,1,7.2,3.7,1,8.8,1.4,1,6.8,1.9,1
Convolvulus humilis,829cf0e3-fbf8-48b9-9f15-5921ad89a734,Species,EuroMed,1.8,2.5,1,1.8,2.9,1,5.3,2.8,1,9.4,2.8,1,9.1,2.6,1
Convolvulus lanuginosus,9c6f1ac8-d3f9-4a99-b257-6d4275e886f0,Species,EuroMed,2.4,2.5,1,2.7,2.9,1,8.4,2.8,1,8.2,2.8,1,7.1,2.6,1
Convolvulus lineatus,c5fdfe0b-b73c-48b0-aa59-29ba41aa5e18,Species,EuroMed,2.9,3.8,8,3.5,5.6,6,7.5,4.1,7,8.6,3.3,6,6.3,4.7,7
Convolvulus meonanthus,822a8c44-70b0-4fbc-a8cd-0165eb794e1e,Species,EuroMed,1.8,2.5,1,1.8,2.9,1,5.3,2.8,1,8.2,2.8,1,7.3,2.6,1
Convolvulus oleifolius,ce814b3a-3e8c-432d-b139-2f3e6aa2e24f,Species,EuroMed,1.7,3.4,1,3.6,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Convolvulus pentapetaloides,a6bc7f17-3aa6-400f-8760-8253da029837,Species,EuroMed,3.5,4.4,2,5.6,2.9,2,8.6,3.2,2,8.4,2.7,2,8.5,3.2,2
Convolvulus persicus,0944bf98-e390-4ec0-9f3a-4cdf7b72eb17,Species,EuroMed,2.7,3.6,2,,,,6.4,2.0,1,6.4,5.6,1,5.9,3.2,2
Convolvulus sabatius,623ffb5c-19e0-4502-bcc9-100ff8a710ab,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,2.9,2.8,1,9.4,2.8,1,8.2,2.6,1
Convolvulus scammonia,52e1139f-edc5-42cd-9cdd-3443f1b00034,Species,EuroMed,4.5,4.1,1,4.8,2.3,1,7.0,2.7,1,7.5,2.3,1,8.0,2.1,1
Convolvulus siculus,dac3e394-5c58-4e2d-9fee-6aa2dcca7e25,Species,EuroMed,4.4,2.7,2,5.6,3.5,2,8.0,3.5,2,8.4,4.7,2,8.5,3.8,2
Convolvulus siculus subsp. siculus,8f4e64a9-263b-48ee-9da0-858f17386ba9,Subspecies,EuroMed,4.5,4.1,1,5.9,2.3,1,8.4,2.7,1,7.5,2.3,1,8.0,2.1,1
Convolvulus tricolor,889bea68-4776-40e9-8223-1327a02f355c,Species,EuroMed,2.6,5.7,3,5.5,3.5,3,6.9,5.3,3,8.3,3.9,3,7.2,2.9,2
Convolvulus tricolor subsp. cupanianus,0130e622-b638-4fd1-8f60-a76fc1d120e9,Subspecies,EuroMed,2.4,2.5,1,6.2,2.9,1,8.4,2.8,1,8.2,2.8,1,7.1,2.6,1
Convolvulus tricolor subsp. tricolor,087c546a-87dc-40a8-9133-779ce45a639c,Subspecies,EuroMed,2.4,2.5,1,6.2,2.9,1,8.4,2.8,1,8.2,2.8,1,7.1,2.6,1
Coptidium lapponicum,91a3afc3-a0e0-4fea-93b3-ba6dfed4abbf,Species,EuroMed,6.1,1.7,2,4.9,2.9,1,5.1,2.8,1,5.3,7.8,2,2.1,3.5,2
Corallorhiza trifida,45c97d59-3713-4425-a1ed-2a598585cf91,Species,EuroMed,4.8,3.6,21,4.5,8.2,12,3.5,4.7,17,2.0,6.8,14,3.0,4.1,13
Coreopsis lanceolata,c0e8eaa5-d5a9-48f7-b37f-a82ea53b7323,Species,EuroMed,4.0,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,4.4,1,5.8,2.3,1
Coreopsis tinctoria,b350f810-364a-401b-86f7-f915ddda3b2c,Species,EuroMed,4.8,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,2.2,1,6.6,2.3,1
Coriandrum sativum,5b5bd351-4f14-46e2-824f-68373c79ecdd,Species,EuroMed,3.6,3.2,5,5.7,3.6,4,6.2,3.9,5,7.7,3.2,4,6.5,3.3,4
